id,nodes,edges,initial_modularity,initial_clusters,initial_modularity_embedding,initial_clusters_embedding,avg_modularity_after_training,avg_clusters_after_training,avg_ami,improvement_leiden (%),improvement_embedding_leiden (%),head_1_modularity,head_1_num_clusters,head_2_modularity,head_2_num_clusters,head_3_modularity,head_3_num_clusters,head_1_ami_with_head_2,head_1_ami_with_head_3,head_2_ami_with_head_3
1,23570,52072,0.8797547366432826,7336,0.9214877727457874,243,0.9366353413918264,282.0,0.0672461906447847,106.46550707593488,101.64381656426143,0.8995193163216364,272,0.951673439697674,273,0.9587132681561688,301,0.05593527357489452,0.06423530980350733,0.08156798855595222
2,23570,52072,0.8787403988547053,7317,0.9009862136625871,237,0.9404080401733371,276.3333333333333,0.0733739961067249,107.017731448219,104.37540840391961,0.9307443396857926,292,0.9476056652762364,267,0.9428741155579823,270,0.07618981221523914,0.07158326216622138,0.07234891393871418
3,23570,52072,0.8795836346088982,7330,0.9148623655063846,253,0.9480526807832254,343.6666666666667,0.08541980873577433,107.78425649139909,103.62790257072928,0.9256071232030155,310,0.9690130509085774,467,0.9495378682380833,254,0.0898688630608067,0.06983042746981788,0.09656013567669842
